"FirstAuthor","YearOfPublication","StudyName","StudyDesign","StudyDesignGroup","Exposure","SpecificExposure","IfExposureIsCategoricalReferenceGroup","IfExposureIsCategoricalComparisonGroups","ExposureCutoff","ExposureGroup","ToReverseReferenceGroup","CodeLargerComparisonGroup","LargerComparisonGroup","Outcome","SpecificOutcome","OutcomeSubgroup","OutcomeGroup","SpecficOutcomeGroup","AgeAtOutcomeGroup","AgeAtOutcome","DiseaseRisk","DiseaseRiskGroup","OverallRiskOfBias","OverallRisk","RiskOfBiasDueToPotentialConflictOfInterest","RiskOfBiasDueToPotentialConflictOfInterestGroup","NumberExposedInCases","NoNonExposedInCases","NumberExposedInControls","NumberNonExposedInControls","EffectMeasureAssociation(OrHrMeanDifference(B))","EffectSize","95%Cl(Lower)","95%Cl(Upper)","Pvalue","OtherInformationUnadjustedAnalysis","EffectMeasureAssociation(OrHrMeanDifference(B))","AdjEffectSize","Adj95%Cl(Lower)","Adj95%Cl(Upper)","AdjPValue","OtherInformationAdjustedAnalysis","same as column z . AR CAN BE REMOVED","FinalEffect","UnadjInOr(RawNumbersOrUnadjOrRrHr)","Unadjse(InOr)(RawNumbersOrUnadjOrRrHr)","AdjInOrOriginal","AdjSe(InOr)","FinalInOrOriginal","FinalSe(InOr)","UnadjInOr","AdjInOr","FinalInOr"
"Huang","2013","Huang","prospective cohort","prospective","Introduction of supplementary food before 4 months","solid","before 4 months","after 4 months","4","3to4","1",">=4",">=4","AD","eczema","","atopic","AD","0to4","2","normal","low/normal","Other","Other","Low","Low","","","","","OR","1.576","1.035","2.402","0.0341","","Not available","","","","","","Low","OR","0.45","0.22","","","0.45","0.22","-0.45","","-0.45"
"Zutavern","2008","LISA STUDY ","prospective cohort","prospective","First introduction of any solids","solid","Solids introduced by 4 months","4-6 months","4","3to4","2","medium","4TO6","AD","Parent report of eczema","","atopic","AD","5to14","6","normal","low/normal","Other","Other","Low","Low","","","","","","","","","","","OR","0.6","0.24","1.51","","","Low","OR","","","-0.51","0.47","-0.51","0.47","","-0.51","-0.51"
"Sahakyan","2006","Sahakyan  A. ","CASE CONTROL","retrospective","SOLID FOOD","solid","?4","<4","4","3to4","1",">=4",">=4","AD","","","atopic","AD","0to4","7","normal","low/normal","Low","Low","Low","Low","","","","","OR","","","","","","OR","3.1","1.4","6.9","0.006","","Low","OR","","","1.13","0.41","1.13","0.41","","-1.13","-1.13"
"Van Asperen","1983","Van Asperen","prospective cohort","prospective","SOLID FOOD","solid","> 4","< 4","4","3to4","1",">=4",">=4","AD","","","atopic","AD","0to4","1.3","high","high","Other","Other","Low","Low","","","","","","","","","","no significant difference","","","","","","","Low","OR","-0.03","0.46","","","-0.03","0.46","0.03","","0.03"
"Filipiak","2007","GINI","prospective cohort","prospective","AGE AT INTRODUCTION/the introduction of solid foods in the first 12 mo","solid","0-4 mo","> 6 mo","4","3to4","2","long",">=6","AD","DD eczema","","atopic","AD","0to4","4","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","1","0.72","1.4","","","Low","OR","","","0","0.17","0","0.17","","0","0"
"Zutavern","2006","LISA STUDY ","prospective cohort","prospective","SOLID FOOD","solid","0-4",">6m","4","3to4","2","long",">=6","AD","Doctor Diagnosed AD","","atopic","AD","0to4","2","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","1.31","0.93","1.86","","We repeated the analyses for a stricter AD definition thatcomprised the combination of doctor-diagnosis andsymptoms of AD. There was no evidence for a protectiveeffect of a delayed introduction of solids in months 5 to 6 or beyond 6 months on this outcome (data notshown).Analyses for the associations between any solids andsolid diversity at ages 4 and 6 months in relation to ADand sensitization outcomes were also repeated within the subsample of children with a positive family historyof atopic diseases. There was no evidence for a protectiveeffect of a delayed introduction of solids on doctor-diagnosed AD  symptomatic AD  and food and any sen-sitization in these children (data not shown).","Low","OR","","","0.27","0.18","0.27","0.18","","0.27","0.27"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","medium","4TO6","AD","paretn questionnaire","","atopic","AD","0to4","2","normal","low/normal","Low","Low","Low","Low","","","","","OR","1.98","1.13","3.47","","","OR","2.1","1.17","3.76","","","Low","OR","0.68","0.29","0.74","0.3","0.74","0.3","0.68","0.74","0.74"
"Ruiz","1992","Ruiz","prospective cohort","prospective","SOLID FOOD","solid",">3","<=3","3","3to4","1",">=3",">=3","AD","","","atopic","AD","0to4","1","high","high","Other","Other","Low","Low","","","","","","","","","NS","","","","","","","","Low","OR","-0.49","0.73","","","-0.49","0.73","0.49","","0.49"
"Dunlop","2006","Slovak birth cohort","prospective cohort","prospective","SOLID FOOD","solid",">4","<4","4","3to4","1",">=4",">=4","AD","","","atopic","AD","0to4","1","normal","low/normal","Other","Other","Low","Low","","","","","OR","0.81","0.6","1.1","","","","","","","","","Low","OR","-0.21","0.16","","","-0.21","0.16","0.21","","0.21"
"Fergusson","1982","Chirstchurch Child Development Study","prospective cohort","prospective","SOLID FOOD","solid","<4","4","4","3to4","2","medium","4","AD","Ever AD","","atopic","AD","0to4","1","normal","low/normal","Other","Other","Low","Low","","","","","","","","","","","","","","","","They only report OR and p-value. table 4 In addition based on the grouping we used we cannot use the adj analyses as in tabl34","Low","OR","-0.32","0.27","","","-0.32","0.27","-0.32","","-0.32"
"Zutavern","2008","LISA STUDY ","prospective cohort","prospective","First introduction of any solids","solid","Solids introduced by 4 months","4-6 months","4","3to4","2","medium","4TO6","Allergic Sensitization","inhalant sensitisation","sIgE-AEROALLERGEN","atopic","AEROALLERGEN","5to14","6","normal","low/normal","Low","","Low","Low","","","","","","","","","","","OR","0.92","0.57","1.49","","","Low","OR","","","-0.08","0.25","-0.08","0.25","","-0.08","-0.08"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","long",">=7","Allergic Sensitization","IgE-AEROALLERGEN","sIgE-AEROALLERGEN","atopic","AEROALLERGEN","0to4","2","normal","low/normal","Low","","Low","Low","","","","","OR","17.29","1.94","154.17","","","OR","20.86","2.17","200.75","","","Low","OR","2.85","1.12","3.04","1.16","3.04","1.16","2.85","3.04","3.04"
"Mihrshahi","2007","Childhood ASTHMA Prevention Study (CAPS)","prospective cohort","prospective","SOLID FOOD","solid",">3","<3","3","3to4","1",">=3",">=3","Allergic Sensitization","SPT-any","SPT-ANY","atopic","ANY","5to14","5","high","high","Low","","Low","Low","","","","","OR","0.49","0.31","0.79","","","OR","0.54","0.33","0.87","","","Low","OR","-0.71","0.24","-0.62","0.24","-0.62","0.24","0.71","0.62","0.62"
"Zutavern","2006","LISA STUDY ","prospective cohort","prospective","SOLID FOOD","solid","0-4",">6m","4","3to4","2","long",">=6","Allergic Sensitization","IgE-ANY","sIgE-ANY","atopic","ANY","0to4","2","normal","low/normal","Low","","Low","Low","","","","","","","","","","","OR","0.86","0.54","1.37","","We repeated the analyses for a stricter AD definition thatcomprised the combination of doctor-diagnosis andsymptoms of AD. There was no evidence for a protectiveeffect of a delayed introduction of solids in months 5 to 6 or beyond 6 months on this outcome (data notshown).Analyses for the associations between any solids andsolid diversity at ages 4 and 6 months in relation to ADand sensitization outcomes were also repeated within the subsample of children with a positive family historyof atopic diseases. There was no evidence for a protectiveeffect of a delayed introduction of solids on doctor-diagnosed AD  symptomatic AD  and food and any sen-sitization in these children (data not shown).","Low","OR","","","-0.15","0.24","-0.15","0.24","","-0.15","-0.15"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","long",">=7","Allergic Sensitization","IgE-ANY","sIgE-ANY","atopic","ANY","0to4","2","normal","low/normal","Low","","Low","Low","","","","","OR","3.94","1.09","14.19","","","OR","4.31","1.14","16.22","","","Low","OR","1.37","0.65","1.46","0.68","1.46","0.68","1.37","1.46","1.46"
"Joseph","2011","WHEALS STUDY","prospective cohort","prospective","complementary food' introduced <4 months age.","solid","Complementary foods introduced at 4 months or later","Early' complementary food introduction ie <4 months","4","3to4","1",">=4",">=4","Allergic Sensitization","sIgE to milk","sIgE-CM","atopic","CM","0to4","3","normal","low/normal","Other","","Low","Low","","","","","OR","1.1","0.7","1.5","0.786","","","","","","","","Low","OR","0.1","0.16","","","0.1","0.16","-0.1","","-0.1"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","long",">=7","Allergic Sensitization","IgE-Milk","sIgE-CM","atopic","CM","0to4","2","normal","low/normal","Low","","Low","Low","","","","","OR","1.73","0.35","8.43","","","OR","1.82","0.35","9.37","","","Low","OR","0.55","0.81","0.6","0.84","0.6","0.84","0.55","0.6","0.6"
"Joseph","2011","WHEALS STUDY","prospective cohort","prospective","complementary food' introduced <4 months age.","solid","Complementary foods introduced at 4 months or later","Early' complementary food introduction ie <4 months","4","3to4","1",">=4",">=4","Allergic Sensitization","sIgE to egg","sIgE-EGG","atopic","EGG","0to4","3","normal","low/normal","Other","","Low","Low","","","","","OR","1","0.7","1.5","0.846","","","","","","","","Low","OR","0","0.21","","","0","0.21","0","","0"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","long",">=7","Allergic Sensitization","IgE-EGG","sIgE-EGG","atopic","EGG","0to4","2","normal","low/normal","Low","","Low","Low","","","","","OR","4.67","0.4","54.31","","","OR","5.88","0.45","76.85","","","Low","OR","1.54","1.25","1.77","1.31","1.77","1.31","1.54","1.77","1.77"
"Venter","2009","VENTER  C","prospective cohort","prospective","solid food","solid",">4","<4","4","3to4","1",">=4",">=4","Allergic Sensitization","SPT-any","SPT-FOOD","atopic","FOOD","0to4","1","normal","low/normal","Other","","Low","Low","","","","","OR","0.26","0.05","0.94","","","","","","","","","Low","OR","-1.35","0.66","","","-1.35","0.66","1.35","","1.35"
"Zutavern","2006","LISA STUDY ","prospective cohort","prospective","SOLID FOOD","solid","0-4",">6m","4","3to4","2","long",">=6","Allergic Sensitization","IgE-food","sIgE-FOOD","atopic","FOOD","0to4","2","normal","low/normal","Low","","Low","Low","","","","","","","","","","","OR","0.83","0.49","1.41","","We repeated the analyses for a stricter AD definition thatcomprised the combination of doctor-diagnosis andsymptoms of AD. There was no evidence for a protectiveeffect of a delayed introduction of solids in months 5 to 6 or beyond 6 months on this outcome (data notshown).Analyses for the associations between any solids andsolid diversity at ages 4 and 6 months in relation to ADand sensitization outcomes were also repeated within the subsample of children with a positive family historyof atopic diseases. There was no evidence for a protectiveeffect of a delayed introduction of solids on doctor-diagnosed AD  symptomatic AD  and food and any sen-sitization in these children (data not shown).","Low","OR","","","-0.19","0.27","-0.19","0.27","","-0.19","-0.19"
"Joseph","2011","WHEALS STUDY","prospective cohort","prospective","complementary food' introduced <4 months age.","solid","Complementary foods introduced at 4 months or later","Early' complementary food introduction ie <4 months","4","3to4","1",">=4",">=4","Allergic Sensitization","sIgE to peanut","sIgE-PEANUT","atopic","PEANUT","0to4","3","normal","low/normal","Other","","Low","Low","","","","","OR","0.6","0.4","1.1","0.121","","","","","","","","Low","OR","-0.51","0.31","","","-0.51","0.31","0.51","","0.51"
"Snijders","2008","KOALA","prospective cohort","prospective","SOLID FOOD","solid","3",">7","3","3to4","2","long",">=7","Allergic Sensitization","IgE-PEANUT","sIgE-PEANUT","atopic","PEANUT","0to4","2","normal","low/normal","Low","","Low","Low","","","","","OR","4.67","0.4","54.31","","","OR","7.85","0.58","106.55","","","Low","OR","1.54","1.25","2.06","1.33","2.06","1.33","1.54","2.06","2.06"
"Nagel (Affluent countries)","2008","ISAAC Phase 2 - Affluent countries","CROSS SECTIONAL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","Asthma-Wheeze","Nonatopic Wheeze","","atopic","wheeze-non atopic","5to14","12","normal","low/normal","High","Other","Low","Low","","","","","OR","0.88","0.73","1.05","","","OR","0.87","0.72","1.06","","","Low","OR","-0.13","0.09","-0.14","0.1","-0.14","0.1","-0.13","-0.14","-0.14"
"Nagel (Non Affluent countries)","2008","ISAAC Phase 2- Nonaffluent countries","CROSS SECTIONAL","retrospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","Asthma-Wheeze","Nonatopic Wheeze","","atopic","wheeze-non atopic","5to14","12","normal","low/normal","High","Other","Low","Low","","","","","OR","0.71","0.55","0.92","","","OR","0.69","0.53","0.9","","","Low","OR","-0.34","0.13","-0.37","0.14","-0.37","0.14","-0.34","-0.37","-0.37"
"Burr","1993","Burr","prospective cohort","prospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","Asthma-Wheeze","wheeze","","atopic","wheeze-non atopic","5to14","7","high","high","Low","Low","Low","Low","","","","","OR","","","","","","OR","0.52","0.27","0.98","","","Low","OR","","","-0.65","0.32","-0.65","0.32","","-0.65","-0.65"
"Granell","2012","ALSPAC","prospective cohort","prospective","Total duration of breastfeeding","TBF","0",">6","0","0","2","long",">=6","Asthma-Wheeze","late onset wheeze","","atopic","wheeze-Late onset","5to14","7","normal","low/normal","Low","Low","Low","Low","","","","","OR","1","0.76","1.31","","","OR","1.07","0.8","1.45","","","Low","OR","0","0.14","0.07","0.16","0.07","0.16","0","0.07","0.07"
"Granell","2012","ALSPAC","prospective cohort","prospective","Total duration of breastfeeding","TBF","<= 3",">3","3","3to4","2",">=3",">=3","Asthma-Wheeze","late onset wheeze","","atopic","wheeze-Late onset","5to14","7","normal","low/normal","Low","Low","Low","Low","","","","","OR","0.95","0.69","1.33","","","OR","1.02","0.82","1.26","","","Low","OR","-0.05","0.17","0.02","0.11","0.02","0.11","-0.05","0.02","0.02"
"Caudri","2013","PIAMA","prospective cohort","prospective","Total duration of breastfeeding","TBF","<=3",">3","3","3to4","2",">=3",">=3","Asthma-Wheeze","Late onsetwheeze","","atopic","wheeze-Late onset","5to14","8","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","0.87","0.46","1.62","","","Low","OR","","","-0.14","0.32","-0.14","0.32","","-0.14","-0.14"
"Midodzi","2008","National Longitudinal Survey of Children and Youth","prospective cohort","prospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","Asthma-Wheeze","primary school wheeze","","atopic","wheeze-Late onset","5to14","9","normal","low/normal","Unclear","Other","Low","Low","","","","","OR","1.04","0.67","1.6","","","","","","","ns","","Low","OR","0.04","0.22","","","0.04","0.22","0.04","","0.04"
"Rusconi","1999","SIDRIA","CROSS-SECTIONAL","retrospective","Total duration of breastfeeding","TBF","0",">=6","0","0","2","long",">=6","Asthma-Wheeze","Wheezing of late onset","","atopic","wheeze-Late onset","5to14","7","normal","low/normal","Unclear","Other","Low","Low","","","","","OR","1.21","1","1.46","","","OR","1.22","0.99","1.5","","","Low","OR","0.19","0.1","0.2","0.11","0.2","0.11","0.19","0.2","0.2"
"Alper","2006","BURSA TURKEY","CROSS SECTIONAL","retrospective","TOTAL BF DURATION","TBF","< 3",">3","3","3to4","2",">=3",">=3","WHEEZE","Late-onset wheeze","","atopic","wheeze-Late onset","5to14","7","normal","low/normal","Unclear","Other","Low","Low","2.97","63.03","57.96","632.04","","","","","","","OR","0.85","0.42","1.71","","","Low","OR","-0.67","0.61","-0.16","0.36","-0.16","0.36","-0.67","-0.16","-0.16"
"Sherriff","2001","ALSPAC","prospective cohort","prospective","Ever breastfed","TBF","never","ever","0","0","2",">0",">0","Asthma-Wheeze","late onset wheezing","","atopic","wheeze-Late onset","0to4","3.5","normal","low/normal","Low","Low","Low","Low","","","","","OR","1.3","1","1.7","","","OR","1","0.8","1.2","","0.9","Low","OR","0.26","0.14","0","0.09","0","0.09","0.26","0","0"
"Mui?o","2008","Muino  Perlotas Brazil","prospective cohort","prospective","Total duration of breastfeeding","TBF","<1","4-8.9","1","1to2","2","medium","4TO9","Asthma-Wheeze","late-onset wheezing","","atopic","wheeze-Late onset","5to14","12","normal","low/normal","High","Other","Low","Low","","","","","fisher's exact tests","","","","","0.05 p vlue for all categories","","","","","","","Low","OR","0.73","0.54","","","0.73","0.54","0.73","","0.73"
"Granell","2012","ALSPAC","prospective cohort","prospective","Total duration of breastfeeding","TBF","0",">6","0","0","2","long",">=6","Asthma-Wheeze","transient early wheeze","","atopic","wheeze-Early transient ","5to14","7","normal","low/normal","Low","Low","Low","Low","","","","","OR","0.78","0.64","0.96","","","OR","0.81","0.64","1.01","","","Low","OR","-0.25","0.11","-0.21","0.11","-0.21","0.11","-0.25","-0.21","-0.21"
"Granell","2012","ALSPAC","prospective cohort","prospective","Total duration of breastfeeding","TBF","<= 3",">3","3","3to4","2",">=3",">=3","Asthma-Wheeze","transient early wheeze","","atopic","wheeze-Early transient ","5to14","7","normal","low/normal","Low","Low","Low","Low","","","","","OR","0.85","0.74","0.99","","","OR","0.87","0.74","1.02","","","Low","OR","-0.16","0.08","-0.14","0.08","-0.14","0.08","-0.16","-0.14","-0.14"
"Caudri","2013","PIAMA","prospective cohort","prospective","Total duration of breastfeeding","TBF","<=3",">3","3","3to4","2",">=3",">=3","Asthma-Wheeze","Early transientwheeze","","atopic","wheeze-Early transient ","5to14","8","normal","low/normal","Low","Low","Low","Low","","","","","","","","","","","OR","0.82","0.66","1.02","","","Low","OR","","","-0.2","0.11","-0.2","0.11","","-0.2","-0.2"
